image_id,has_oilpalm
img_006952017.jpg,0.00013777846
img_050972018.jpg,0.7975765
img_078702018.jpg,9.117484e-06
img_043442017.jpg,0.034752738
img_061632017.jpg,0.00030473736
img_078692018.jpg,0.8855076
img_080162017.jpg,3.0218922e-05
img_089532017.jpg,0.0013603669
img_092182017.jpg,0.0002207185
img_006352017.jpg,0.00017441274
img_101712017.jpg,0.00050081685
img_056492017.jpg,0.002362716
img_037372018.jpg,0.9998529
img_037992018.jpg,6.009783e-05
img_086392017.jpg,7.3091214e-05
img_013642018.jpg,0.0015715634
img_064342017.jpg,0.00032339085
img_098812017.jpg,5.8906564e-05
img_004752018.jpg,0.0017992809
img_104792018.jpg,9.095873e-05
img_069362018.jpg,0.0006310452
img_063012017.jpg,4.5527282e-05
img_090012018.jpg,0.000330897
img_002402018.jpg,0.0005275755
img_018172018.jpg,0.000103497514
img_002462017.jpg,0.00017367209
img_014092017.jpg,5.4514887e-05
img_083992018.jpg,6.153437e-05
img_088522017.jpg,5.124993e-05
img_078962018.jpg,0.0038259157
img_046702018.jpg,0.00539115
img_032432018.jpg,0.001344606
img_105342018.jpg,0.0005399753
img_009312018.jpg,0.99999845
img_084812017.jpg,6.861542e-05
img_025322017.jpg,0.0019990439
img_031672018.jpg,0.0004274572
img_102392017.jpg,0.00047359735
img_105272018.jpg,0.0004918517
img_112582018.jpg,0.0005194953
img_059422018.jpg,0.00012104593
img_070602018.jpg,0.0006177745
img_108542017.jpg,0.001898995
img_052832018.jpg,0.0016873282
img_034072018.jpg,8.249087e-05
img_066202017.jpg,0.0033150653
img_017052018.jpg,0.0003124731
img_089562017.jpg,0.17561424
img_044612018.jpg,0.00046832388
img_003142017.jpg,4.2735606e-05
img_072832018.jpg,0.00013592119
img_029912017.jpg,0.0052586216
img_040652018.jpg,0.002317279
img_068822017.jpg,0.00011133711
img_018822018.jpg,5.2679745e-05
img_000602018.jpg,0.00012221701
img_032472018.jpg,3.6727595e-06
img_065292018.jpg,0.0001877865
img_083052018.jpg,0.000108612556
img_074452017.jpg,0.00025625993
img_000912017.jpg,0.00024797814
img_100902017.jpg,0.0006303176
img_043312018.jpg,8.807711e-05
img_062102018.jpg,0.00024209893
img_052372018.jpg,0.006121438
img_101862018.jpg,1.0
img_060242018.jpg,0.00034343978
img_016082017.jpg,0.0017337623
img_087722017.jpg,0.00029900653
img_066192018.jpg,8.843176e-05
img_039362017.jpg,7.376917e-05
img_056252018.jpg,0.000103853024
img_071532018.jpg,0.00036261562
img_014212018.jpg,0.00056866126
img_054432018.jpg,0.0005279656
img_098582018.jpg,0.0013903201
img_071182018.jpg,1.5557256e-05
img_081712017.jpg,0.00047006522
img_031342018.jpg,0.00020971826
img_075172017.jpg,0.0004634051
img_009392018.jpg,0.0003272378
img_082212017.jpg,0.00010993746
img_006482017.jpg,0.00010817955
img_094172018.jpg,0.0013321755
img_050382018.jpg,0.0012964192
img_082412017.jpg,0.0059684985
img_088182017.jpg,0.9999778
img_071782017.jpg,9.3993214e-05
img_090612017.jpg,0.0075984267
img_080212017.jpg,0.0005995139
img_034212018.jpg,5.845604e-05
img_032132017.jpg,0.0018549081
img_043482017.jpg,0.0002568864
img_028822017.jpg,4.27925e-05
img_105322018.jpg,0.0002537472
img_053072018.jpg,2.0746831e-05
img_064972018.jpg,0.0013732971
img_033502017.jpg,2.2474604e-05
img_040582018.jpg,0.0051994263
img_070992017.jpg,0.0027123052
img_001952018.jpg,9.927981e-06
img_019572018.jpg,0.0044070226
img_053612018.jpg,9.752764e-05
img_071722017.jpg,0.0011454888
img_012822018.jpg,1.0
img_075892017.jpg,0.00027277102
img_088292018.jpg,0.0006518842
img_070942018.jpg,0.00013238413
img_083652018.jpg,0.00043772685
img_091022017.jpg,8.9372086e-05
img_100252017.jpg,0.05336298
img_014062018.jpg,0.0014777284
img_068122017.jpg,0.0006194389
img_030242017.jpg,0.00058538484
img_063342018.jpg,0.0002137524
img_046092017.jpg,1.0
img_036452018.jpg,2.8200304e-05
img_048892017.jpg,0.0015936405
img_026192017.jpg,0.053014208
img_063732017.jpg,0.0057927934
img_060372017.jpg,0.0014733864
img_055422017.jpg,0.00019020936
img_053572017.jpg,0.000997956
img_105152018.jpg,0.00013424786
img_090832017.jpg,6.724918e-05
img_009252017.jpg,0.99998856
img_067362018.jpg,0.6269281
img_075922018.jpg,0.00012434256
img_011532018.jpg,0.00017064434
img_003212018.jpg,0.00020305607
img_026542017.jpg,3.9147973e-05
img_043452017.jpg,0.0006296374
img_038682018.jpg,0.0029847082
img_066192017.jpg,0.00011289465
img_057042017.jpg,0.00018810603
img_048832017.jpg,0.0005929583
img_109582018.jpg,0.00014389813
img_057742018.jpg,0.0005988057
img_033422017.jpg,1.0
img_099692018.jpg,0.00016877936
img_022892017.jpg,0.00018253137
img_093152018.jpg,0.9999888
img_022372017.jpg,4.273491e-05
img_006672018.jpg,0.00045542204
img_102642017.jpg,6.1148115e-05
img_094082017.jpg,3.7977083e-05
img_045772017.jpg,0.0014788185
img_034292017.jpg,0.00070748053
img_022932018.jpg,1.3786908e-05
img_089632018.jpg,7.293309e-05
img_030252017.jpg,0.0018551067
img_095632017.jpg,0.0010058538
img_109662018.jpg,0.003281927
img_034102017.jpg,0.001702071
img_052482018.jpg,0.00010255791
img_025652018.jpg,5.078536e-05
img_067882018.jpg,0.00010556175
img_018932018.jpg,0.0011327374
img_031852018.jpg,0.9999999
img_030462017.jpg,0.00020922991
img_056242018.jpg,0.00091910304
img_096182018.jpg,0.00021552856
img_103142017.jpg,3.7201324e-05
img_092632017.jpg,0.00014339093
img_028962017.jpg,7.5996235e-05
img_071222018.jpg,0.0052350056
img_072462017.jpg,0.000868969
img_059822017.jpg,3.540885e-05
img_050722018.jpg,5.4053133e-05
img_016812017.jpg,5.4978274e-05
img_062302018.jpg,5.8000485e-05
img_057112018.jpg,0.00042909718
img_039762017.jpg,0.0001923962
img_070902018.jpg,0.00030062383
img_037032018.jpg,0.0016533965
img_041122017.jpg,0.0020849044
img_089732017.jpg,0.0009942576
img_077202017.jpg,0.0023121345
img_071942017.jpg,6.652568e-05
img_008552018.jpg,0.005484851
img_039122018.jpg,0.0052711405
img_109902018.jpg,1.9131838e-05
img_030232018.jpg,6.0234328e-05
img_065732018.jpg,4.282761e-05
img_090132017.jpg,0.0070250747
img_054092017.jpg,3.4929874e-06
img_028022017.jpg,0.000348286
img_069402017.jpg,0.00029081138
img_024502018.jpg,0.00034342307
img_099552017.jpg,0.0011242534
img_066692018.jpg,0.000114726856
img_029532017.jpg,0.9986904
img_086792018.jpg,0.0006256087
img_037402017.jpg,3.071619e-05
img_098232018.jpg,0.18094802
img_039482017.jpg,0.0005622065
img_108872017.jpg,0.0014914349
img_034312017.jpg,0.99982077
img_099522017.jpg,0.9999939
img_086532018.jpg,0.9999999
img_099122018.jpg,0.00046825688
img_077442017.jpg,0.0007404731
img_086492017.jpg,1.0
img_093532017.jpg,2.0809168e-05
img_000902018.jpg,0.99999607
img_074842017.jpg,1.8529715e-06
img_093282017.jpg,0.0008602889
img_027582017.jpg,0.0007040382
img_046362018.jpg,3.3303353e-05
img_016482018.jpg,0.00013081805
img_018612018.jpg,0.0005772656
img_108762018.jpg,9.395039e-05
img_070972018.jpg,0.0013470466
img_021462017.jpg,0.0001720084
img_000472018.jpg,0.0002824226
img_082252018.jpg,0.0002238142
img_038562018.jpg,0.005935029
img_010212018.jpg,0.00042195263
img_043222018.jpg,0.2597965
img_076552017.jpg,3.0266194e-05
img_016232018.jpg,0.10093008
